1900 26
1900 24
1900 13
1900 -3
1900 14
1900 8
1900 26
1900 12
1900 4
1900 6
1900 6
1900 9
1900 -3
1900 -11
1900 0
1900 -7
1900 12
1900 -17
1900 2
1900 15
1900 9
1900 13
1900 -16
1900 19
1900 -3
1900 36
1900 -5
1900 21
1900 -8
1900 17
1900 9
1900 -4
1900 12
1900 -1
1900 -3
1900 17
1900 18
1900 -4
1900 -9
1900 11
1900 19
1900 8
1900 19
1900 -3
1900 10
1900 -8
1900 17
1900 15
1900 1
1900 17
1900 19
1900 10
1900 12
1900 29
1900 12
1900 -7
1900 -8
1900 -3
1900 19
1900 12
1900 0
1900 13
1900 8
1900 6
1900 21
1900 11
1900 26
1900 20
1900 16
1900 18
1900 1
1900 15
1900 17
1900 6
1900 13
1900 -12
1900 4
1900 -9
1900 24
1900 -15
1900 -3
1900 -12
1900 0
1900 -8
1900 1
1900 6
1900 7
1900 -9
1900 18
1900 6
1900 23
1900 30
1900 0
1900 22
1900 25
1900 20
1900 13
1900 -11
1900 -5
1900 23
1900 -3
1900 4
1900 8
1900 -1
1900 7
1900 -3
1900 -10
1900 -16
1900 23
1900 9
1900 -2
1900 25
1900 10
1900 18
1900 7
1900 15
1900 -2
1900 15
1900 -1
1900 28
1900 -3
1900 16
1900 20
1900 4
1900 32
1900 -9
1900 18
1900 6
1900 19
1900 0
1900 8
1900 15
1900 -12
1900 -8
1900 6
1900 -19
1900 8
1900 12
1900 -11
1900 4
1900 26
1900 5
1900 5
1900 17
1900 3
1900 10
1900 18
1900 14
1900 20
1900 -6
1900 -12
1900 19
1900 -1
1900 -7
1900 15
1900 1
1900 2
1900 8
1900 12
1900 9
1900 11
1900 21
1900 5
1900 6
1900 -7
1900 8
1900 12
1900 25
1900 -8
1900 6
1900 14
1900 -8
1900 35
1900 9
1900 -9
1900 -5
1900 -15
1900 20
1900 -12
1900 10
1900 23
1900 10
1900 20
1900 -13
1900 -5
1900 -18
1900 19
1900 -3
1900 11
1900 1
1900 -11
1900 -6
1900 13
1900 2
1900 16
1900 33
1900 24
1900 9
1900 4
1900 27
1900 6
1900 0
1900 -7
1900 11
1900 -8
1900 15
1900 -1
1900 -5
1900 -14
1900 3
1900 2
1900 22
1900 4
1900 12
1900 22
1900 4
1900 15
1900 27
1900 -11
1900 18
1900 -10
1900 -4
1900 10
1900 8
1900 -1
1900 -7
1900 15
1900 25
1900 -2
1900 23
1900 14
1900 8
1900 15
1900 1
1900 23
1900 14
1900 27
1900 23
1900 27
1900 -15
1900 4
1900 7
1900 11
1900 2
1900 17
1900 8
1900 4
1900 12
1900 6
1900 12
1900 37
1900 20
1900 -23
1900 18
1900 16
1900 19
1900 26
1900 10
1900 11
1900 -12
1900 18
1900 22
1900 23
1900 5
1900 -2
1900 -17
1900 28
1900 -4
1900 39
1900 -7
1900 8
1900 -9
1900 -2
1900 -7
1900 14
1900 26
1900 23
1900 8
1900 0
1900 11
1900 7
1900 14
1900 19
1900 -4
1900 8
1900 22
1900 -8
1900 2
1900 5
1900 10
1900 19
1900 1
1900 2
1900 27
1900 4
1900 12
1900 21
1900 2
1900 22
1900 26
1900 17
1900 20
1900 -3
1900 13
1900 0
1900 9
1900 5
1900 18
1900 -7
1900 9
1900 9
1900 12
1900 7
1900 -9
1900 16
1900 -3
1900 5
1900 4
1900 2
1900 18
1900 9
1900 4
1900 4
1900 25
1900 0
1900 13
1900 27
1900 3
1900 7
1900 15
1900 6
1900 0
1900 -8
1900 26
1900 3
1900 21
1900 18
1900 5
1900 10
1900 1
1900 14
1900 16
1900 2
1900 10
1900 -8
1900 32
1900 18
1900 0
1900 19
1900 21
1900 18
1900 6
1900 17
1900 1
1900 20
